"","stage_I","stage_II","stage_III","stage_IV"
"ENSG00000112584.13",179.5,95,47.0325,22.5
"ENSG00000112592.13",103.5,213,0.235,0.42
"ENSG00000112624.12",88,80,30.62,327.5
"ENSG00000112640.14",41.5,115,3.55,181
"ENSG00000112651.11",15.565,0.25,24.517,57.5
"ENSG00000112658.7",16.5325,593,468,1.35
"ENSG00000112659.13",67,350,0.6,435.5
"ENSG00000112667.12",1073,595,750,665
"ENSG00000112679.14",15.115,97,2.0325,209
"ENSG00000112685.13",104.5,97,56.07,113.5
"ENSG00000112695.11",2093,4318,886.5,2673.5
"ENSG00000112697.15",86.675,127,1116.5,385
"ENSG00000112699.10",46.115,2.9,29.63,0.8
"ENSG00000112701.17",514,500,594.5,546
"ENSG00000112715.21",0.116,0.12,1.8,12.6
"ENSG00000112739.16",2254.5,2323,831.5,1683
"ENSG00000112742.9",0.0535,0.88,0.305,130.513
"ENSG00000112763.15",170.87,576,483.5,89.45
"ENSG00000112773.15",113.805,0.37,0.0345,0.155
"ENSG00000112782.15",20.16,297,0.555,40.85
"ENSG00000112787.12",1.216,121,0.033,0.675
"ENSG00000112799.8",4.745,0.4,0.221,0.49
"ENSG00000112851.14",1337,2520,151,457
"ENSG00000112855.14",8.1,65,0.145,0.3
"ENSG00000112893.9",557.5,1.5,203,85.5
"ENSG00000112941.13",384.66,0.77,0.225,206
"ENSG00000112972.14",992.5,725,555,1235
"ENSG00000112977.15",492.5,201,0.39,0.925
"ENSG00000112983.17",957.5,505,53.08,944.5
"ENSG00000112992.16",51.6,232,98.415,13
"ENSG00000112996.10",227,2115,7.0325,323
"ENSG00000113013.12",496.75,1367,12,696
"ENSG00000113048.16",80.45,500,199,461.025
"ENSG00000113068.9",182.5,473,680.5,490.5
"ENSG00000113070.7",0.965,24,0.18,0.145
"ENSG00000113088.5",54.79,489,0.016,269
"ENSG00000113108.19",177,0.07,0.07,0.055
"ENSG00000113140.10",5.9,0.053,0.54,141
"ENSG00000113141.17",1549.5,2264,1326,2994
"ENSG00000113161.15",82.34,0.61,42.435,3
"ENSG00000113163.15",322,279,283.5,152.5
"ENSG00000113194.12",436.5,6,260,91.025
"ENSG00000113240.12",243,657,469,342.5
"ENSG00000113263.12",731,1387,2001,1139.5
"ENSG00000113269.13",20.05,0.47,0.4,1.8395
"ENSG00000113272.13",19.516,0.3,188.5,119.625
"ENSG00000113273.15",471.5,60,221.5345,3.515
"ENSG00000113282.13",542,1248,970.5,226.5
"ENSG00000113300.11",48,37,289,604.5
"ENSG00000113312.10",375,1310,291.5,932
"ENSG00000113318.9",162.58,74,0.017,104.5
"ENSG00000113319.12",149.5,0.053,0.016,63.17
"ENSG00000113328.18",241,1375,46,1931.5
"ENSG00000113360.16",164.5,0.33,4.9845,150.8
"ENSG00000113368.11",11,0.018,0.115,0.413
"ENSG00000113369.8",899,1264,588,1845.5
"ENSG00000113384.13",888.5,293,352,684
"ENSG00000113387.11",7383.5,9761,5046.5,6078.5
"ENSG00000113391.18",88.5,12,0.7845,326.09
"ENSG00000113407.13",339,846,705.5,1381
"ENSG00000113441.15",538.5,431,256.65,143.8
"ENSG00000113448.18",2094,2088,1288,2404.5
"ENSG00000113456.18",29.2,54,218,516.5
"ENSG00000113460.12",778.5,645,696.5,939
"ENSG00000113494.16",0.016,0.018,0.0325,0.025
"ENSG00000113504.20",48.885,61,0.017,0.0395
"ENSG00000113522.13",54.5,66,33.34,74
"ENSG00000113532.12",225.5,329,5.5,411
"ENSG00000113558.18",4945.5,5922,2703.5,6214
"ENSG00000113569.15",61.5,7.5,0.017,0.375
"ENSG00000113575.9",955.65,1871,889,487
"ENSG00000113580.14",4910.5,3071,1423,4072.5
"ENSG00000113583.7",302,417,394.5,518.5
"ENSG00000113593.11",164.9,189,125.016,266
"ENSG00000113595.14",148.016,0.053,2.0825,13.4
"ENSG00000113597.17",747,1.1,162.5,481.5
"ENSG00000113615.12",114.805,219,188.13,398
"ENSG00000113621.14",238.5,92,282.84,787.5
"ENSG00000113638.13",4.315,155,619,72.525
"ENSG00000113643.8",157.5,387,10.74,73
"ENSG00000113648.16",589.5,729,231,1450.5
"ENSG00000113649.11",862.5,821,980,344
"ENSG00000113658.16",233.5,3.1,69.55,0.12
"ENSG00000113712.17",7157,4938,2025,3832
"ENSG00000113716.12",127.5,102,0.76,0.36
"ENSG00000113719.15",15.595,11,0.085,0.395
"ENSG00000113732.8",2704,3361,1937,3736
"ENSG00000113734.17",122.115,192,0.017,15.525
"ENSG00000113742.12",333.5,224,45.5,2047.5
"ENSG00000113761.11",10.016,0.49,0.016,0.435
"ENSG00000113810.15",865,2429,1240.5,1278.5
"ENSG00000113811.10",4043.5,6435,2696.5,4056.5
"ENSG00000113812.13",22.5325,67,0.177,584
"ENSG00000113838.12",26.65,323,48.516,57.62
"ENSG00000113845.9",151.4,698,94,79.05
"ENSG00000113851.14",2335.5,901,988,1196.5
"ENSG00000113916.17",184,317,135,43.9
"ENSG00000113971.19",319,92,0.0345,13.575
"ENSG00000114013.15",1.99,127,156,0.51
"ENSG00000114021.11",372,185,0.097,27.375
"ENSG00000114023.15",287.35,713,609.5,198
"ENSG00000114030.12",212.5,290,671.5,1013
"ENSG00000114054.13",197,90,101.0485,193.425
"ENSG00000114062.18",678,1198,40.065,96.2
"ENSG00000114098.17",326,1216,1068,12
"ENSG00000114120.11",667,603,7.065,673
"ENSG00000114125.13",478.5,690,565.67,583
"ENSG00000114126.17",57,8.2,0.195,0.13
"ENSG00000114127.10",746.5,963,2114.5,1234
"ENSG00000114166.7",828.5,1604,876.5,851.5
"ENSG00000114209.14",1155,564,2577.5,1298.5
"ENSG00000114302.15",153.405,330,574.345,511.6
"ENSG00000114315.3",43.5,6.4,0.1145,12
"ENSG00000114316.12",239.5,1096,15.695,1043
"ENSG00000114331.13",537.5,731,627.5,148
"ENSG00000114353.16",802.5,417,633,645
"ENSG00000114354.13",512.5,423,6.35,317
"ENSG00000114383.9",81.65,193,16,555.5
"ENSG00000114391.12",1977.5,3910,1665.5,2361.5
"ENSG00000114395.10",152.5,441,293.517,122.525
"ENSG00000114416.17",409.5,551,580,38
"ENSG00000114423.18",710,947,348,1247
"ENSG00000114439.18",989.5,1815,95,1683.5
"ENSG00000114446.4",232.565,223,654,343.5
"ENSG00000114450.9",0.245,0.053,0.082,0.013
"ENSG00000114473.13",71.065,0.07,0.0325,16.13
"ENSG00000114480.12",13.065,423,1.28,46.175
"ENSG00000114491.13",60.95,458,348.5,363.5
"ENSG00000114503.10",1016,70,183.5,459.5
"ENSG00000114520.10",269.5,309,13.405,235
"ENSG00000114541.14",593,1440,1068.5,204.5
"ENSG00000114544.16",10.645,0.018,0.0485,162
"ENSG00000114573.9",434.5,538,120.05,178
"ENSG00000114626.17",20,42,0.017,65.575
"ENSG00000114648.11",25.55,80,19.175,198
"ENSG00000114650.18",152.5,69,1.366,0.0265
"ENSG00000114686.8",128.34,421,250.017,135.075
"ENSG00000114738.10",18.905,499,313.5325,3.85
"ENSG00000114742.13",819,242,698,268.5
"ENSG00000114744.8",119.95,300,74.5,359
"ENSG00000114770.16",16.695,98,0.0495,0.55
"ENSG00000114779.19",88.565,65,0.1145,140.5
"ENSG00000114784.3",763,610,0.017,358.225
"ENSG00000114790.12",2.2825,1.4,0.0325,133.525
"ENSG00000114796.15",433.5,695,518.19,178.9
"ENSG00000114850.6",624.5,150,785.7,765.5
"ENSG00000114857.17",2171.5,908,2700,1332.5
"ENSG00000114861.18",2355.5,2515,992,4376.5
"ENSG00000114867.20",98.5,172,54.2,135.7
"ENSG00000114902.13",1504,2435,455,3047
"ENSG00000114933.15",267.5,473,107.65,292.5
"ENSG00000114942.13",1632,2014,1001.5,1513.5
"ENSG00000114956.19",1538.5,2541,120.4,1234.5
"ENSG00000114978.17",2700.5,1850,1181,2605.5
"ENSG00000114982.17",304.66,47,569,648
"ENSG00000114999.7",15.84,446,0.016,15.35
"ENSG00000115009.11",3070.5,5583,945,2093.5
"ENSG00000115020.16",227.5,241,36.115,456.5
"ENSG00000115042.9",169.5,0.018,0.016,2.85
"ENSG00000115053.15",3150.5,2994,1651.5,3381
"ENSG00000115073.7",166,302,3.2325,81.05
"ENSG00000115084.13",0.32,0.053,0.0325,154.775
"ENSG00000115085.13",234,328,464.017,221
"ENSG00000115091.11",3469.5,2082,1850.5,663
"ENSG00000115128.6",987,1325,404.5,1231.5
"ENSG00000115137.11",28,0.053,0.016,0.16
"ENSG00000115145.9",13.5,91,0.066,238
"ENSG00000115165.9",4012,5173,3557.5,2837
"ENSG00000115170.13",9.016,3.3,2.1,45.525
"ENSG00000115204.14",388.5,770,70.5,69.67
"ENSG00000115207.13",445,250,87.5,67
"ENSG00000115211.15",282.45,86,38.2,161.5
"ENSG00000115216.13",393.47,502,233,649.8
"ENSG00000115232.13",1036.5,1326,2666.5,1657.5
"ENSG00000115233.11",290.5,2311,1088.5,1500.5
"ENSG00000115234.10",710,121,476.57,947.5
"ENSG00000115239.21",20.5325,159,436.5,211.9
"ENSG00000115241.10",321,1419,308.5,537.5
"ENSG00000115267.5",238.5485,32,2670.5,302
"ENSG00000115268.9",3585,5287,4192.5,2947.5
"ENSG00000115271.10",0.52,45,77.516,120.025
"ENSG00000115274.14",17.5,31,4.05,39.5
"ENSG00000115282.19",3.2,0.035,38,0.275
"ENSG00000115286.19",303,1469,661,463
"ENSG00000115289.13",22.145,96,0.9985,56
"ENSG00000115295.19",33.0325,101,71.516,5.45
"ENSG00000115306.15",571,591,127,722
"ENSG00000115307.16",345,10,8.34,658.5
"ENSG00000115310.17",287,622,195.5,885
"ENSG00000115317.11",2.705,1.1,0.32,21
"ENSG00000115325.13",64.55,0.21,0.086,0.7
"ENSG00000115339.13",1.95,78,0.3,2.315
"ENSG00000115355.15",3.5,1.1,2.3,381.5
"ENSG00000115364.13",678,945,40.93,666
"ENSG00000115365.11",442.5,156,0.016,52.055
"ENSG00000115368.9",65.775,3.2,26.1,20.485
"ENSG00000115392.11",8.76,0.25,139.195,406.5
"ENSG00000115414.18",3.814,0.07,0.016,0.42
"ENSG00000115415.18",1636.5,418,2150,2000
"ENSG00000115419.12",390,966,735.5,1827.5
"ENSG00000115421.12",456.5,29,10,2.55
"ENSG00000115425.13",64.805,757,20,0.025
"ENSG00000115446.11",65.725,73,46.7,279.5
"ENSG00000115459.17",4.3,212,4.266,87.5
"ENSG00000115464.14",668.5,850,790.5,539
"ENSG00000115484.14",311.5,301,917,621
"ENSG00000115486.11",50,169,3.215,0.555
"ENSG00000115504.14",11.21,1.1,0.0485,0.155
"ENSG00000115514.11",117.35,462,495,737.5
"ENSG00000115520.8",953,1121,180,1197
"ENSG00000115523.16",3048,2014,1747,439
"ENSG00000115524.15",3839,5809,4150,3277.5
"ENSG00000115525.17",105.5,80,15.175,248
"ENSG00000115539.13",2471.5,4183,1455,4253
"ENSG00000115540.14",83.5,646,237.6,733.5
"ENSG00000115541.10",2019,3178,2148,1242.5
"ENSG00000115548.16",100,575,531.5,144.5
"ENSG00000115561.15",233.65,151,70.5,45.5
"ENSG00000115568.15",22.5,0.018,312,3.8
"ENSG00000115590.13",1959,594,666,964.5
"ENSG00000115594.11",850.5,1868,38.4,1107.5
"ENSG00000115604.10",588.5,276,593,198
"ENSG00000115607.9",577,182,18.595,112.145
"ENSG00000115649.15",349,230,350.35,18.5
"ENSG00000115652.14",585,1051,272.5,454.5
"ENSG00000115677.16",297.15,713,336,171
"ENSG00000115685.14",288.95,535,831.5,409
"ENSG00000115687.13",442,867,341.5,625
"ENSG00000115694.14",3.675,5.1,34.66,127
"ENSG00000115738.9",3719.5,2810,818.5,1726
"ENSG00000115750.16",22,44,255,4.65
"ENSG00000115756.12",1.28,64,0.21,296
"ENSG00000115758.12",97.615,242,190,9.95
"ENSG00000115760.13",516.5,575,283,1241.5
"ENSG00000115761.15",254,89,64.595,120.025
"ENSG00000115762.16",1404,1985,690,922.5
"ENSG00000115806.12",508,381,0.2375,467
"ENSG00000115808.11",7.5,11,20.42,390.5
"ENSG00000115816.14",549.5,1097,563.5,625
"ENSG00000115825.9",310.5,132,58,212
"ENSG00000115828.15",391,251,1.49,0.695
"ENSG00000115839.17",80.84,73,148.805,178.55
"ENSG00000115866.10",97.5,748,429.95,1032
"ENSG00000115875.18",4002.5,4281,1363.5,4747
"ENSG00000115884.10",0.3815,0.053,1.14,1.105
"ENSG00000115902.10",87.35,138,1077,765.6
"ENSG00000115904.12",79.15,501,45.8,468.5
"ENSG00000115919.14",0.564,14,1.9,0.55
"ENSG00000115935.17",3902,2504,5532,1827
"ENSG00000115942.8",142.9,0.17,210.016,0.315
"ENSG00000115944.14",2012.5,1516,651,403
"ENSG00000115946.7",66.1,79,353,393.5
"ENSG00000115947.13",59.45,0.26,0.307,174.9
"ENSG00000115956.9",29.3,272,3.8,15.4
"ENSG00000115966.16",125.855,260,0.1145,345.3
"ENSG00000115970.18",321.5,552,0.22,445.5
"ENSG00000115977.18",1217,1139,885.5,498.5
"ENSG00000115993.12",76.5,33,1.1845,255.525
"ENSG00000115998.7",4.366,0.23,0.016,15.565
"ENSG00000116001.15",695.5,924,141.5,556.5
"ENSG00000116005.11",26.195,36,0.46,106.525
"ENSG00000116016.13",141,1.4,7.5,220.59
"ENSG00000116017.10",5.016,63,0.87,0.675
"ENSG00000116030.16",1322,3109,3289,2760
"ENSG00000116044.15",1441,1400,1218,403.5
"ENSG00000116062.14",128.55,411,25.7,617.55
"ENSG00000116095.10",438,532,916.5,108.5
"ENSG00000116106.11",135.5,0.053,0.0325,0.105
"ENSG00000116120.9",74.08,1114,191.5485,0.675
"ENSG00000116127.17",88.115,125,0.47,73.025
"ENSG00000116133.11",1.257,0.035,0.0505,0.125
"ENSG00000116138.12",1162.5,0.053,0.235,176
"ENSG00000116151.13",0.0485,0.035,0.017,0.09
"ENSG00000116157.5",22.9,36,583,0.0265
"ENSG00000116161.17",2373.5,3361,5000,5586
"ENSG00000116171.17",1741.5,975,5.005,733
"ENSG00000116191.17",67.695,0.33,0.0325,0.445
"ENSG00000116198.12",132.5,19,0.0495,55
"ENSG00000116199.11",5.63,0.72,118,173.1
"ENSG00000116209.11",4324.5,4462,672.5,4363.5
"ENSG00000116212.14",38.5,0.26,0.1185,111.5
"ENSG00000116213.15",432,23,15.585,331.5
"ENSG00000116221.15",208.9,716,715.5,859
"ENSG00000116237.15",205.5,9.2,0.34,9.05
"ENSG00000116251.9",1036,1188,994,1123
"ENSG00000116260.16",38.95,68,0.375,0.145
"ENSG00000116266.10",1013.5,735,288,973
"ENSG00000116273.5",0.165,81,0.8,0.225
"ENSG00000116285.12",54.0485,0.018,0.033,43.0265
"ENSG00000116288.12",1746.5,4236,898,3183.5
"ENSG00000116299.16",29.7,0.035,0.0485,0.08
"ENSG00000116337.15",44.675,51,174.895,569.5
"ENSG00000116350.16",288,1516,114,1015.5
"ENSG00000116353.15",52.695,0.25,0.45,5
"ENSG00000116406.18",196,151,42.7,1023.5
"ENSG00000116455.13",93,6.9,0.46,0.395
"ENSG00000116459.10",1713.5,1377,1078,1430.5
"ENSG00000116473.14",805.5,2381,2849.5,1187
"ENSG00000116478.11",407,883,660,581.5
"ENSG00000116489.12",19916.5,6811,7809,11968.5
"ENSG00000116497.17",36.065,1,0.0995,0.235
"ENSG00000116514.16",277,327,419.5,188
"ENSG00000116521.10",785.5,459,43.29,359
"ENSG00000116525.13",40,58,0.295,0.025
"ENSG00000116539.12",651.5,3041,1929,393.725
"ENSG00000116560.10",2011,2355,2347,2449.5
"ENSG00000116580.18",1398.5,172,83.15,262.725
"ENSG00000116584.17",78.5,32,58.58,123
"ENSG00000116586.11",585,502,225.5,136.2
"ENSG00000116604.17",101.5,27,52.5345,0.1265
"ENSG00000116649.9",20.95,1.7,49.915,0.13
"ENSG00000116663.10",24.195,0.088,0.175,61.6
"ENSG00000116667.12",0.122,0.11,6.516,0.43
"ENSG00000116668.12",22.615,5,2.5325,47
"ENSG00000116670.14",97.84,382,0.082,1.375
"ENSG00000116679.15",421.5,566,101,314
"ENSG00000116685.15",45,0.28,10.5325,123.5
"ENSG00000116688.16",5.11,294,0.16,1.025
"ENSG00000116690.12",74.15,3.4,2.94,55
"ENSG00000116698.21",116.63,2.7,348.5,604.525
"ENSG00000116701.14",0.4835,0.035,0.033,0.055
"ENSG00000116704.7",333.5,327,214,444.5
"ENSG00000116717.11",147.5,1327,826,452.525
"ENSG00000116731.22",480,1883,1407.5,418
"ENSG00000116741.7",2436.5,1346,729.65,1394
"ENSG00000116747.12",2039,663,1881.5,1245.5
"ENSG00000116750.13",174.6,0.73,77,447
"ENSG00000116752.5",2723.5,2250,58.435,1662.5
"ENSG00000116754.13",3134,2317,3566,3430.5
"ENSG00000116761.11",0.4235,117,0.256,0.195
"ENSG00000116786.11",10.8,45,0.2185,110.675
"ENSG00000116793.15",76.45,163,0.132,180.125
"ENSG00000116809.11",26.5485,94,53.017,0.82
"ENSG00000116815.15",490,988,739,1503.5
"ENSG00000116824.4",8782.5,16006,10209.5,14246.5
"ENSG00000116830.11",476.5,979,86,197.1
"ENSG00000116852.14",29.115,6.3,0.017,6.075
"ENSG00000116857.16",185,133,0.067,772.5
"ENSG00000116863.10",82.5,44,3.5,168.1
"ENSG00000116871.15",95.74,107,132.5,335.555
"ENSG00000116874.11",62.516,2.9,0.0345,166.5
"ENSG00000116898.11",354,919,13.155,312
"ENSG00000116903.7",116.516,2.1,0.275,47
"ENSG00000116906.11",50.85,477,9.565,195
"ENSG00000116918.13",50.095,108,2.9,471.5
"ENSG00000116922.14",138.55,0.28,0.0655,1.53
"ENSG00000116954.7",40.5,16,218.5,1.7
"ENSG00000116957.12",13.58,0.035,0.016,0.065
"ENSG00000116977.18",768,2771,386,1084
"ENSG00000116984.12",102.6,676,420,302.275
"ENSG00000117000.8",211,1387,100.2,598.5
"ENSG00000117009.11",0.764,0.088,0.5175,0.21
"ENSG00000117010.15",0.361,97,0.08,6.5
"ENSG00000117020.16",45.516,11,1.8,460
"ENSG00000117036.11",396.5,1163,109.145,451.5
"ENSG00000117054.13",45.5,6.5,0.085,511.1
"ENSG00000117090.14",512.5,734,293.5,916
"ENSG00000117091.9",1122.5,1341,189.6,760.5
"ENSG00000117118.9",251,1431,485,433.5
"ENSG00000117133.10",640.5,161,1260.5,783
"ENSG00000117139.16",149.175,85,291.5,1246.5
"ENSG00000117143.13",747,481,109.13,22.195
"ENSG00000117151.12",112.595,0.25,0.2745,90.2
"ENSG00000117153.15",0.415,20,0.085,0.038
"ENSG00000117155.16",49.016,0.16,0.016,0.08
"ENSG00000117222.13",1527.5,320,728.5,655
"ENSG00000117226.11",155,140,0.017,410.05
"ENSG00000117228.9",398,697,39.5,2047.5
"ENSG00000117262.18",56,1297,0.0495,205.5
"ENSG00000117280.12",181,1.9,60.295,727
"ENSG00000117281.15",14.5485,1.4,0.136,0.415
"ENSG00000117298.14",64.516,1.7,2.04,509
"ENSG00000117305.14",64.95,0.07,0.0485,68
"ENSG00000117318.8",436.5,431,1.38,134.2
"ENSG00000117322.17",0.155,0.28,0.016,0.265
"ENSG00000117335.19",624,1261,135.5,704
"ENSG00000117360.12",430.5,2.4,156.5325,73
"ENSG00000117394.20",2.4,274,2.55,0.6
"ENSG00000117395.12",518.5,389,90.275,329
"ENSG00000117399.13",0.016,0.14,54.0325,0.0265
"ENSG00000117410.13",1276.5,1031,268,636.5
"ENSG00000117419.14",6,0.32,276.5,39.075
"ENSG00000117448.13",40.75,329,338.155,164
"ENSG00000117450.13",776.5,474,950,807.5
"ENSG00000117461.14",90.5485,0.12,0.6,5.025
"ENSG00000117475.13",38.195,366,0.1645,42.6
"ENSG00000117479.12",0.007,0.035,0.016,0.013
"ENSG00000117481.10",59.225,3,82,98.25
"ENSG00000117500.12",141.9,1358,1397,202
"ENSG00000117505.12",886,2050,759,1587.5
"ENSG00000117523.15",2318,6177,2309,2517
"ENSG00000117533.14",29.2,45,0.0325,474
"ENSG00000117560.7",183,93,1.55,0.195
"ENSG00000117569.18",318.95,321,320,444
"ENSG00000117586.10",585,49,18,8.525
"ENSG00000117592.8",916.5,2407,1654,953.5
"ENSG00000117593.9",32.007,0.88,0.5,2.9
"ENSG00000117597.17",55.905,8,1.0325,20.05
"ENSG00000117601.13",12.014,0.035,0.017,0.025
"ENSG00000117602.11",917.5,536,235,420.5
"ENSG00000117614.9",1596.5,1338,1436,1117
"ENSG00000117616.17",737,955,292.7,1529
"ENSG00000117620.14",107.06,0.11,0.13,118.5
"ENSG00000117625.13",35.355,42,211.5,172
"ENSG00000117632.22",159,605,67.95,1224
"ENSG00000117640.17",102.15,45,0.016,35.025
"ENSG00000117676.13",56.115,75,0.082,0.138
"ENSG00000117682.16",2.45,243,0.2595,583.5
"ENSG00000117691.9",7.24,196,0.065,0.365
"ENSG00000117697.14",188.55,102,468.66,90.975
"ENSG00000117713.18",549.5,441,203.675,72.525
"ENSG00000117724.12",330.5,451,325.15,298.33
"ENSG00000117748.9",138,1201,18.71,694.125
"ENSG00000117751.17",117.615,104,272.55,38.5
"ENSG00000117758.13",45.95,492,393.57,0.66
"ENSG00000117859.18",163.35,163,0.25,188.55
"ENSG00000117862.11",982.5,2473,1157,681.5
"ENSG00000117868.15",663,993,212.35,762
"ENSG00000117877.10",26.175,0.018,0.033,8.065
"ENSG00000117899.10",774,529,905.5,1295
"ENSG00000117906.13",162.885,64,161.55,0.605
"ENSG00000117984.13",460.5,249,414,433.5
"ENSG00000118007.12",129.225,6,282.5345,61.225
"ENSG00000118046.14",21,35,0.465,2.5
"ENSG00000118058.20",1003,1951,1338,1553
"ENSG00000118137.9",47.19,0.46,0.155,0.1015
"ENSG00000118181.10",6835.5,7751,3815,6548.5
"ENSG00000118197.13",19.66,13,356,999
"ENSG00000118200.14",1.265,148,1.925,0.065
"ENSG00000118217.5",675,173,365.2,84.5
"ENSG00000118242.15",10.5,370,0.0505,0.0265
"ENSG00000118246.13",0.093,146,472.5,182.5
"ENSG00000118257.16",0.182,0.07,0.15,0.195
"ENSG00000118260.14",327.5,274,276.5,104
"ENSG00000118271.9",35.014,0.035,0.121,0.3015
"ENSG00000118308.15",1046,360,437,838.5
"ENSG00000118363.11",3183,3180,1723.5,3529.5
"ENSG00000118402.5",0.007,33,0.65,0.0265
"ENSG00000118412.12",290,227,616.5,28.9
"ENSG00000118418.14",508,756,165.5,1129.5
"ENSG00000118432.12",0.014,0.018,0.017,0.16
"ENSG00000118454.12",365,248,63.5325,156.05
"ENSG00000118482.11",792.5,1130,733.5,3019
"ENSG00000118495.18",2.735,0.035,24.74,2241
"ENSG00000118496.4",9.63,139,0.0345,32.025
"ENSG00000118503.14",3350.5,12583,2213.5,6121
"ENSG00000118507.15",0.446,0.018,0.016,114.05
"ENSG00000118515.11",0.97,1.2,1.045,0.625
"ENSG00000118518.15",9.516,0.035,0.082,0.0265
"ENSG00000118557.15",11.0325,0.039,0.405,0.295
"ENSG00000118564.14",182.5,0.63,118.07,143.4
"ENSG00000118579.12",300,378,0.3,109.8
"ENSG00000118596.11",56.0325,3.1,7,24.175
"ENSG00000118600.11",90.5,0.18,8,217.513
"ENSG00000118620.12",588,0.19,15.5485,0.58
"ENSG00000118640.10",1742,1150,1673,1747
"ENSG00000118680.12",5522,6607,2672.5,4508
"ENSG00000118689.14",465.5,62,172.385,111
"ENSG00000118705.16",1618.5,1038,361.5,1069
"ENSG00000118707.9",137.55,64,2.3,132.5
"ENSG00000118785.13",38.11,0.93,675.395,168.7
"ENSG00000118816.9",2824.5,2488,2531.5,4036.5
"ENSG00000118855.18",234.87,209,2.45,25.55
"ENSG00000118873.15",179.13,134,340.65,290.85
"ENSG00000118900.14",27.15,35,339.45,196
"ENSG00000118922.17",226.5325,245,97,204.5
"ENSG00000118939.17",56.355,55,137.5,53.75
"ENSG00000118960.12",0.0325,0.035,0.017,0.145
"ENSG00000118965.14",1.4485,73,0.0485,330.013
"ENSG00000118971.7",2927,2221,923.5,1155
"ENSG00000118985.15",815,665,1233.5,1478.5
"ENSG00000119004.15",1115.5,171,454,571.95
"ENSG00000119013.8",1366.5,437,486,884.5
"ENSG00000119048.7",2182.5,2312,2129,1899.5
"ENSG00000119138.4",38.6,1062,445,0.585
"ENSG00000119139.17",0.095,0.035,0.065,0.355
"ENSG00000119185.12",338.5,1302,138.405,791.5
"ENSG00000119203.13",15.3,98,566.5,316
"ENSG00000119231.10",2137,288,655.5,1975.5
"ENSG00000119280.16",0.3775,111,0.016,0.34
"ENSG00000119285.10",67.0325,387,0.0325,263.5
"ENSG00000119314.15",545,1001,841.5,2166
"ENSG00000119318.12",85.7,304,212.115,327
"ENSG00000119321.8",597.5,86,96.85,153.5
"ENSG00000119326.14",57.66,358,451.5,847.5
"ENSG00000119328.11",4.385,107,0.13,4.425
"ENSG00000119333.11",0.42,0.018,12.516,2.3
"ENSG00000119335.16",15372,8708,11702.5,14230.5
"ENSG00000119392.14",23.885,0.14,0.305,72.59
"ENSG00000119396.10",266,455,5.145,106
"ENSG00000119397.16",557,950,280.15,1505
"ENSG00000119402.16",286.5,93,327.5,221.125
"ENSG00000119403.13",514.3,510,0.1945,535
"ENSG00000119408.16",0.235,0.35,0.017,0.013
"ENSG00000119414.11",830.5,1232,160.0325,218
"ENSG00000119421.6",456.5,50,11.26,299.5
"ENSG00000119446.13",645,658,0.18,461.65
"ENSG00000119471.14",158,136,16.05,158
"ENSG00000119487.16",12.34,18,48.0345,226.63
"ENSG00000119508.17",218.5,233,269.05,1.7
"ENSG00000119523.9",205.9,225,218.645,55.38
"ENSG00000119537.15",498.5,164,436.5,534.5
"ENSG00000119541.9",275.3,1336,788.5,493
"ENSG00000119559.15",59.16,0.35,0.0345,280
"ENSG00000119596.17",394,118,377.5,135.5
"ENSG00000119632.3",591.5,710,941.5,443
"ENSG00000119636.15",18.4,0.035,0.016,12
"ENSG00000119638.12",84.85,216,177.7,303.5
"ENSG00000119640.8",57.0485,0.21,20.145,50.5265
"ENSG00000119650.12",178.5,317,16.016,68.5
"ENSG00000119655.10",259.5,88,146,291
"ENSG00000119661.14",0.0875,0.053,0.016,0.21
"ENSG00000119669.4",336.5,41,51,495
"ENSG00000119673.14",11.58,63,91.5,65.525
"ENSG00000119682.16",38,414,1.667,4.675
"ENSG00000119684.15",12.5,0.018,0.0825,95.025
"ENSG00000119686.9",195.5,0.16,70,741
"ENSG00000119688.20",927.5,33,379.065,322.5
"ENSG00000119705.9",844.5,1967,927,1261.5
"ENSG00000119707.13",1969,2013,876,2212
"ENSG00000119711.12",164.021,94,0.225,33.685
"ENSG00000119714.10",7.2,83,0.085,134.175
"ENSG00000119718.10",32.615,480,0.24,99
"ENSG00000119720.17",126.75,277,2.65,98.5
