,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
1625,ENSG00000126254,-12.08359828,5.315722369,1.11E-11,7.74E-11,19,RBM42
782,ENSG00000102030,-12.08075619,5.312889055,1.12E-11,7.79E-11,X,NAA10
585,ENSG00000090487,9.282893185,5.779480405,1.13E-11,7.83E-11,15,SPG21
1805,ENSG00000132383,12.07396578,5.318641145,1.14E-11,7.88E-11,17,RPA1
709,ENSG00000100580,12.07144637,5.316149653,1.16E-11,7.96E-11,14,TMED8
2992,ENSG00000164327,8.04345728,7.207350575,1.18E-11,8.05E-11,5,RICTOR
1695,ENSG00000129158,12.06386164,5.308649238,1.20E-11,8.14E-11,11,SERGEF
3797,ENSG00000184209,12.06386164,5.308649238,1.20E-11,8.14E-11,12,SNRNP35
632,ENSG00000096093,-12.0607032,5.292898604,1.21E-11,8.18E-11,6,EFHC1
3,ENSG00000001036,9.268211622,5.764940158,1.21E-11,8.18E-11,6,FUCA2
3708,ENSG00000181827,12.06132451,5.306140403,1.21E-11,8.18E-11,15,RFX7
2909,ENSG00000163541,-12.05781559,5.290020092,1.23E-11,8.28E-11,2,SUCLG1
184,ENSG00000047230,12.04600732,5.29099502,1.28E-11,8.53E-11,X,CTPS2
2101,ENSG00000138363,12.04343857,5.288455249,1.30E-11,8.63E-11,2,ATIC
1966,ENSG00000135912,12.04343857,5.288455249,1.30E-11,8.63E-11,2,TTLL4
1099,ENSG00000110871,9.245905282,5.74285116,1.32E-11,8.73E-11,12,COQ5
1859,ENSG00000133641,12.0382873,5.283362245,1.33E-11,8.78E-11,12,C12orf29
799,ENSG00000102409,-12.03156374,5.263851886,1.38E-11,9.02E-11,X,BEX4
3034,ENSG00000165259,-12.03156374,5.263851886,1.38E-11,9.02E-11,X,HDX
3320,ENSG00000170356,12.02532809,5.270550463,1.41E-11,9.17E-11,7,OR2A20P
673,ENSG00000100226,-8.806666208,6.044201284,1.44E-11,9.31E-11,22,GTPBP1
1017,ENSG00000108306,9.225150331,5.722301326,1.45E-11,9.35E-11,17,FBXL20
3142,ENSG00000167196,-12.01677029,5.249106376,1.46E-11,9.40E-11,15,FBXO22
3967,ENSG00000196189,-12.01379331,5.246139113,1.48E-11,9.49E-11,1,SEMA4A
4941,ENSG00000263465,-9.380744598,5.705059917,1.51E-11,9.63E-11,11,SRSF8
1823,ENSG00000132704,12.0096218,5.255024509,1.52E-11,9.68E-11,1,FCRL2
3992,ENSG00000196646,-12.01081018,5.243165739,1.52E-11,9.68E-11,19,ZNF136
4917,ENSG00000261609,9.209866044,5.707169894,1.55E-11,9.81E-11,16,GAN
32,ENSG00000005471,-12.00182358,5.234208695,1.57E-11,9.90E-11,7,ABCB4
2127,ENSG00000138756,-12.00182358,5.234208695,1.57E-11,9.90E-11,4,BMP2K
1090,ENSG00000110514,-12.00182358,5.234208695,1.57E-11,9.90E-11,11,MADD
3557,ENSG00000175895,-9.365480543,5.689850898,1.60E-11,1.00E-10,8,PLEKHF2
1607,ENSG00000125772,-11.99278065,5.225195729,1.63E-11,1.02E-10,20,GPCPD1
1785,ENSG00000132002,-8.174626723,6.680082812,1.65E-11,1.03E-10,19,DNAJB1
202,ENSG00000049541,-11.9897537,5.222178859,1.65E-11,1.03E-10,7,RFC2
187,ENSG00000047365,-11.98672039,5.219155672,1.67E-11,1.03E-10,4,ARAP2
1994,ENSG00000136270,-11.98672039,5.219155672,1.67E-11,1.03E-10,7,TBRG4
198,ENSG00000048707,-11.98368068,5.21612614,1.69E-11,1.04E-10,1,VPS13D
2501,ENSG00000149357,9.186631647,5.684170826,1.70E-11,1.05E-10,11,LAMTOR1
1866,ENSG00000133884,11.97768674,5.223461806,1.73E-11,1.06E-10,11,DPF2
347,ENSG00000069943,11.97768674,5.223461806,1.73E-11,1.06E-10,15,PIGB
1949,ENSG00000135622,-11.97758199,5.210047937,1.73E-11,1.06E-10,2,SEMA4F
1385,ENSG00000118496,11.9749933,5.220800122,1.75E-11,1.07E-10,6,FBXO30
4365,ENSG00000220323,-11.97145741,5.203944035,1.77E-11,1.08E-10,1,H2BC19P
5088,ENSG00000273356,-11.97145741,5.203944035,1.77E-11,1.08E-10,3,LINC02019
3146,ENSG00000167232,-11.96838535,5.200882378,1.80E-11,1.09E-10,19,ZNF91
2658,ENSG00000155093,11.96416897,5.21010397,1.82E-11,1.10E-10,7,PTPRN2
3144,ENSG00000167208,-11.9591297,5.191658258,1.89E-11,1.13E-10,16,SNX20
482,ENSG00000081059,-11.9591297,5.191658258,1.89E-11,1.13E-10,5,TCF7
814,ENSG00000102978,-11.95603124,5.188570407,1.91E-11,1.14E-10,16,POLR2C
3814,ENSG00000184863,-9.323216521,5.647742653,1.91E-11,1.14E-10,7,RBM33
4538,ENSG00000234444,-11.95603124,5.188570407,1.91E-11,1.14E-10,7,ZNF736
3454,ENSG00000173349,11.95052334,5.196621205,1.93E-11,1.15E-10,2,SFT2D3
2786,ENSG00000160131,9.155058671,5.652923456,1.95E-11,1.16E-10,X,VMA21
1257,ENSG00000115159,-11.94669573,5.17926703,1.98E-11,1.17E-10,2,GPD2
704,ENSG00000100554,11.93951314,5.185743462,2.03E-11,1.19E-10,14,ATP6V1D
2974,ENSG00000164168,-11.93415367,5.166768528,2.08E-11,1.21E-10,4,TMEM184C
59,ENSG00000007520,8.542159958,5.961259552,2.12E-11,1.23E-10,16,TSR3
4687,ENSG00000244682,-11.92784151,5.160478465,2.14E-11,1.24E-10,1,FCGR2C
536,ENSG00000087074,-7.606417072,7.673432517,2.17E-11,1.25E-10,19,PPP1R15A
4028,ENSG00000197217,-11.92150162,5.154160878,2.19E-11,1.26E-10,8,ENTPD4
3957,ENSG00000189362,-11.92150162,5.154160878,2.19E-11,1.26E-10,2,NEMP2
275,ENSG00000064490,11.92283867,5.169271383,2.19E-11,1.26E-10,19,RFXANK
2636,ENSG00000154122,-11.91832119,5.150991687,2.22E-11,1.27E-10,5,ANKH
901,ENSG00000105229,-11.91832119,5.150991687,2.22E-11,1.27E-10,19,PIAS4
4044,ENSG00000197498,11.91723741,5.163738597,2.22E-11,1.27E-10,6,RPF2
563,ENSG00000089057,-11.91832119,5.150991687,2.22E-11,1.27E-10,20,SLC23A2
218,ENSG00000053918,-11.91193923,5.144632358,2.31E-11,1.31E-10,11,KCNQ1
3317,ENSG00000170310,9.114595259,5.612887335,2.32E-11,1.31E-10,17,STX8
4064,ENSG00000197894,11.90313837,5.149813011,2.37E-11,1.33E-10,4,ADH5
4681,ENSG00000244462,-11.9055289,5.138244894,2.37E-11,1.33E-10,20,RBM12
565,ENSG00000089094,9.104299559,5.602702182,2.43E-11,1.35E-10,12,KDM2B
4048,ENSG00000197563,-11.89908997,5.131829045,2.43E-11,1.35E-10,18,PIGN
1213,ENSG00000113810,7.874220002,7.039334798,2.43E-11,1.35E-10,3,SMC4
2098,ENSG00000138279,-8.387759735,6.18085226,2.46E-11,1.36E-10,10,ANXA7
804,ENSG00000102710,-11.8958597,5.128610397,2.46E-11,1.36E-10,13,SUPT20H
4394,ENSG00000224597,11.89461233,5.141392628,2.46E-11,1.36E-10,10,SVIL-AS1
1767,ENSG00000131351,11.88890018,5.135751589,2.52E-11,1.39E-10,19,HAUS8
1268,ENSG00000115317,-9.25858508,5.583359383,2.52E-11,1.39E-10,2,HTRA2
3442,ENSG00000172939,-9.256222396,5.581006006,2.55E-11,1.40E-10,3,OXSR1
1843,ENSG00000133104,11.88603561,5.132922771,2.56E-11,1.40E-10,13,SPART
3039,ENSG00000165410,11.88316533,5.13008839,2.59E-11,1.41E-10,14,CFL2
3434,ENSG00000172671,-11.88286578,5.115663566,2.59E-11,1.41E-10,10,ZFAND4
1166,ENSG00000112320,-11.87959894,5.112408637,2.62E-11,1.42E-10,6,SOBP
2458,ENSG00000148229,8.491369028,5.910970985,2.63E-11,1.43E-10,9,POLE3
2537,ENSG00000151012,-11.87632467,5.109146352,2.66E-11,1.44E-10,4,SLC7A11
1952,ENSG00000135643,-11.87304297,5.10587668,2.69E-11,1.45E-10,12,KCNMB4
1429,ENSG00000119862,11.86872766,5.115832282,2.73E-11,1.47E-10,2,LGALSL
5017,ENSG00000269858,11.86582271,5.112964063,2.77E-11,1.48E-10,19,EGLN2
3371,ENSG00000171467,-9.237180319,5.562039558,2.78E-11,1.48E-10,6,ZNF318
2484,ENSG00000148925,-11.86645707,5.099315037,2.80E-11,1.49E-10,11,BTBD10
1998,ENSG00000136371,9.070850707,5.56961767,2.80E-11,1.49E-10,15,MTHFS
1520,ENSG00000123096,-11.86645707,5.099315037,2.80E-11,1.49E-10,12,SSPN
4665,ENSG00000243646,9.060236878,5.559121132,2.91E-11,1.53E-10,21,IL10RB
4626,ENSG00000241685,11.85414404,5.101433776,2.92E-11,1.54E-10,7,ARPC1A
1452,ENSG00000120688,-11.8565215,5.089416319,2.92E-11,1.54E-10,13,WBP4
1481,ENSG00000121671,11.85120955,5.098536736,2.95E-11,1.55E-10,11,CRY2
252,ENSG00000060688,-9.2203098,5.545236974,2.97E-11,1.56E-10,1,SNRNP40
3113,ENSG00000166797,8.459331537,5.879259196,3.02E-11,1.57E-10,15,CIAO2A
234,ENSG00000056972,-11.84651703,5.079449266,3.03E-11,1.58E-10,6,TRAF3IP2
4013,ENSG00000197006,9.049544384,5.548547626,3.06E-11,1.59E-10,16,METTL9
4018,ENSG00000197063,-11.83644271,5.069412931,3.16E-11,1.63E-10,17,MAFG
2422,ENSG00000146776,11.8334761,5.081031148,3.20E-11,1.64E-10,7,ATXN7L1
1953,ENSG00000135720,-9.203239665,5.52823648,3.21E-11,1.64E-10,16,DYNC1LI2
4707,ENSG00000247596,-9.200784503,5.525791409,3.24E-11,1.65E-10,3,TWF2
2026,ENSG00000136842,-11.82968719,5.062683072,3.25E-11,1.66E-10,9,TMOD1
400,ENSG00000073921,-8.61429482,5.85262047,3.27E-11,1.66E-10,11,PICALM
4567,ENSG00000236287,-8.610369742,5.848712722,3.32E-11,1.68E-10,11,ZBED5
1868,ENSG00000133943,11.82153153,5.069241522,3.33E-11,1.69E-10,14,DGLUCY
2443,ENSG00000147416,9.025738171,5.525009343,3.37E-11,1.70E-10,8,ATP6V1B2
3758,ENSG00000183172,8.433526442,5.853721521,3.37E-11,1.70E-10,22,SMDT1
3870,ENSG00000186001,-11.81949424,5.0525291,3.38E-11,1.70E-10,3,LRCH3
3939,ENSG00000188729,-11.81949424,5.0525291,3.38E-11,1.70E-10,3,OSTN
2410,ENSG00000146409,11.81852988,5.066278987,3.38E-11,1.70E-10,6,SLC18B1
1022,ENSG00000108389,11.81552196,5.063310351,3.43E-11,1.72E-10,17,MTMR4
1248,ENSG00000114956,7.821236725,6.512789128,3.46E-11,1.73E-10,2,DGUOK
1873,ENSG00000134057,11.81250776,5.060335588,3.47E-11,1.73E-10,5,CCNB1
4796,ENSG00000255529,9.019176806,5.518522561,3.47E-11,1.73E-10,15,POLR2M
88,ENSG00000012211,11.80948725,5.057354673,3.52E-11,1.75E-10,X,PRICKLE3
2396,ENSG00000145919,11.8064604,5.054367581,3.57E-11,1.77E-10,5,BOD1
2230,ENSG00000141506,-11.80922875,5.042303215,3.57E-11,1.77E-10,17,PIK3R5
2252,ENSG00000142230,11.8064604,5.054367581,3.57E-11,1.77E-10,19,SAE1
2808,ENSG00000160695,11.8064604,5.054367581,3.57E-11,1.77E-10,11,VPS11
2521,ENSG00000149932,11.80342719,5.051374286,3.62E-11,1.78E-10,16,TMEM219
2289,ENSG00000143353,-11.80234429,5.035445501,3.67E-11,1.80E-10,1,LYPLAL1
543,ENSG00000087266,-11.80234429,5.035445501,3.67E-11,1.80E-10,4,SH3BP2
2135,ENSG00000138942,-11.79542682,5.028555061,3.77E-11,1.84E-10,22,RNF185
2495,ENSG00000149196,-11.7919556,5.025097471,3.82E-11,1.85E-10,11,HIKESHI
4120,ENSG00000198707,-9.160922806,5.486096252,3.84E-11,1.86E-10,12,CEP290
913,ENSG00000105379,8.994859889,5.494484861,3.88E-11,1.88E-10,19,ETFB
2071,ENSG00000137814,-11.78847602,5.021631581,3.88E-11,1.88E-10,15,HAUS2
5171,ENSG00000279078,11.78509276,5.033282791,3.93E-11,1.89E-10,7,SND1-IT1
3794,ENSG00000184182,-11.78498802,5.018157352,3.93E-11,1.89E-10,2,UBE2F
44,ENSG00000006530,-11.78149157,5.014674744,3.99E-11,1.91E-10,7,AGK
4549,ENSG00000235194,-11.78149157,5.014674744,3.99E-11,1.91E-10,14,PPP1R3E
2219,ENSG00000141232,7.231807714,9.521889133,4.02E-11,1.92E-10,17,TOB1
1117,ENSG00000111335,-11.77095108,5.004176235,4.16E-11,1.97E-10,12,OAS2
2534,ENSG00000150907,-7.60159394,6.773387178,4.24E-11,2.00E-10,13,FOXO1
4219,ENSG00000204977,7.770968694,6.462994131,4.28E-11,2.01E-10,13,TRIM13
96,ENSG00000013573,11.7571467,5.005712525,4.40E-11,2.05E-10,12,DDX11
2716,ENSG00000157379,11.7571467,5.005712525,4.40E-11,2.05E-10,14,DHRS1
3996,ENSG00000196693,-11.76033301,4.993600834,4.40E-11,2.05E-10,10,ZNF33B
2407,ENSG00000146263,11.7540079,5.002616353,4.46E-11,2.07E-10,6,MMS22L
2651,ENSG00000154640,-9.125116821,5.450444286,4.48E-11,2.08E-10,21,BTG3
1478,ENSG00000121578,-11.75321064,4.986507291,4.53E-11,2.10E-10,3,B4GALT4
3921,ENSG00000188021,-11.75321064,4.986507291,4.53E-11,2.10E-10,X,UBQLN2
3414,ENSG00000172269,-11.74963622,4.982947409,4.59E-11,2.11E-10,11,DPAGT1
3755,ENSG00000183060,-9.117327111,5.44268865,4.62E-11,2.12E-10,15,LYSMD4
636,ENSG00000097007,11.74455032,4.993287732,4.66E-11,2.14E-10,9,ABL1
2031,ENSG00000136891,-11.74605293,4.979378729,4.66E-11,2.14E-10,9,TEX10
2703,ENSG00000156928,8.947266775,5.447451242,4.72E-11,2.16E-10,7,MALSU1
2925,ENSG00000163687,-11.74246071,4.975801207,4.73E-11,2.16E-10,3,DNASE1L3
2604,ENSG00000152778,11.73503033,4.983898339,4.86E-11,2.20E-10,10,IFIT5
1964,ENSG00000135842,8.347704418,5.768822491,4.86E-11,2.20E-10,1,NIBAN1
397,ENSG00000073756,-11.73524933,4.968619462,4.86E-11,2.20E-10,1,PTGS2
5046,ENSG00000271601,8.938020668,5.438315862,4.92E-11,2.22E-10,1,LIX1L
739,ENSG00000101146,-9.101620365,5.427051236,4.92E-11,2.22E-10,20,RAE1
3141,ENSG00000167186,-11.73163008,4.965015151,4.93E-11,2.22E-10,16,COQ7
3207,ENSG00000168237,11.73184299,4.9807549,4.93E-11,2.22E-10,3,GLYCTK
1832,ENSG00000132842,8.344015286,5.765174222,4.94E-11,2.22E-10,5,AP3B1
2955,ENSG00000164024,8.935699853,5.436022944,4.97E-11,2.23E-10,4,METAP1
896,ENSG00000105176,8.342167176,5.763346621,4.98E-11,2.24E-10,19,URI1
5229,ENSG00000282851,11.72864859,4.977604589,5.01E-11,2.25E-10,19,BISPR
946,ENSG00000106080,-11.72800172,4.961401821,5.01E-11,2.25E-10,7,FKBP14
3413,ENSG00000172264,-11.72800172,4.961401821,5.01E-11,2.25E-10,20,MACROD2
1015,ENSG00000108100,-11.72071752,4.954147922,5.15E-11,2.29E-10,10,CCNY
1842,ENSG00000133103,11.71902273,4.968112132,5.15E-11,2.29E-10,13,COG6
3252,ENSG00000169032,-11.72071752,4.954147922,5.15E-11,2.29E-10,15,MAP2K1
3976,ENSG00000196367,8.926379075,5.426814636,5.18E-11,2.30E-10,7,TRRAP
3620,ENSG00000177971,11.71579979,4.964934036,5.23E-11,2.32E-10,15,IMP3
271,ENSG00000064012,-9.088399507,5.413889393,5.24E-11,2.32E-10,2,CASP8
3515,ENSG00000175054,-11.71339636,4.946857399,5.31E-11,2.35E-10,3,ATR
3249,ENSG00000169016,-8.493764883,5.732646367,5.47E-11,2.40E-10,2,E2F6
2692,ENSG00000156515,-11.70234447,4.935852133,5.63E-11,2.46E-10,10,HK1
3867,ENSG00000185950,-11.70234447,4.935852133,5.63E-11,2.46E-10,13,IRS2
3192,ENSG00000167985,8.90518451,5.405878373,5.65E-11,2.47E-10,11,SDHAF2
869,ENSG00000104635,-11.69864162,4.932164993,5.71E-11,2.49E-10,8,SLC39A14
889,ENSG00000104972,-9.064292292,5.389891351,5.77E-11,2.51E-10,19,LILRB1
1466,ENSG00000121064,11.69303531,4.942488948,5.79E-11,2.51E-10,17,SCPEP1
2154,ENSG00000139597,-7.874926341,6.381862169,5.92E-11,2.56E-10,13,N4BP2L1
3929,ENSG00000188343,11.68646464,4.936011336,5.97E-11,2.58E-10,8,FAM92A
1064,ENSG00000109685,-11.68747568,4.921046748,5.97E-11,2.58E-10,4,NSD2
3983,ENSG00000196502,-11.68747568,4.921046748,5.97E-11,2.58E-10,16,SULT1A1
317,ENSG00000066827,-11.68747568,4.921046748,5.97E-11,2.58E-10,8,ZFAT
1817,ENSG00000132561,-11.68373442,4.917321562,6.06E-11,2.61E-10,8,MATN2
724,ENSG00000100823,-11.67622265,4.909842236,6.24E-11,2.67E-10,14,APEX1
1281,ENSG00000115652,-9.031509626,5.357260453,6.65E-11,2.82E-10,2,UXS1
1714,ENSG00000129691,11.6565206,4.906496306,6.73E-11,2.85E-10,8,ASH2L
3360,ENSG00000171169,11.65315479,4.903179232,6.84E-11,2.89E-10,9,NAIF1
428,ENSG00000076685,-11.6534498,4.88716899,6.84E-11,2.89E-10,10,NT5C2
1820,ENSG00000132604,8.264281056,5.68634795,6.92E-11,2.91E-10,16,TERF2
2417,ENSG00000146540,11.64978112,4.899854506,6.94E-11,2.92E-10,7,C7orf50
853,ENSG00000104267,-8.435059128,5.674229903,7.04E-11,2.96E-10,8,CA2
3071,ENSG00000165959,-11.64577826,4.879531439,7.16E-11,3.00E-10,14,CLMN
778,ENSG00000101928,11.64301,4.893181955,7.16E-11,3.00E-10,X,MOSPD1
3251,ENSG00000169031,-11.64192714,4.875697462,7.27E-11,3.03E-10,2,COL4A3
2806,ENSG00000160688,11.63961249,4.889834059,7.27E-11,3.03E-10,1,FLAD1
3473,ENSG00000173757,-11.64192714,4.875697462,7.27E-11,3.03E-10,17,STAT5B
4241,ENSG00000206573,8.250552821,5.672780921,7.36E-11,3.06E-10,3,THUMPD3-AS1
1624,ENSG00000126226,-11.63806571,4.87185328,7.38E-11,3.07E-10,13,PCID2
1746,ENSG00000130775,-9.000790074,5.32668666,7.60E-11,3.15E-10,1,THEMIS2
3981,ENSG00000196459,8.834692329,5.336271399,7.60E-11,3.15E-10,X,TRAPPC2
1427,ENSG00000119820,8.834692329,5.336271399,7.60E-11,3.15E-10,2,YIPF4
5127,ENSG00000276085,-11.62641902,4.860258954,7.73E-11,3.19E-10,17,CCL3L1
5128,ENSG00000276085,-11.62641902,4.860258954,7.73E-11,3.19E-10,17,CCL3L3
3385,ENSG00000171659,-11.62641902,4.860258954,7.73E-11,3.19E-10,X,GPR34
487,ENSG00000081760,-11.6225158,4.856373401,7.85E-11,3.23E-10,12,AACS
4187,ENSG00000204310,11.6156032,4.86617845,7.97E-11,3.27E-10,6,AGPAT1
2911,ENSG00000163563,11.6156032,4.86617845,7.97E-11,3.27E-10,1,MNDA
4774,ENSG00000254635,11.6156032,4.86617845,7.97E-11,3.27E-10,10,WAC-AS1
333,ENSG00000068366,-11.61467754,4.848570791,8.10E-11,3.31E-10,X,ACSL4
1888,ENSG00000134318,-8.983754097,5.309733026,8.14E-11,3.32E-10,2,ROCK2
3522,ENSG00000175193,-11.60679647,4.840725796,8.36E-11,3.40E-10,3,PARL
173,ENSG00000040341,-11.60679647,4.840725796,8.36E-11,3.40E-10,8,STAU2
1510,ENSG00000122783,8.812096129,5.313967647,8.42E-11,3.41E-10,7,CYREN
4167,ENSG00000203880,8.812096129,5.313967647,8.42E-11,3.41E-10,20,PCMTD2
4170,ENSG00000204084,8.807026324,5.308964049,8.61E-11,3.48E-10,1,INPP5B
2055,ENSG00000137409,11.59820573,4.849040645,8.62E-11,3.48E-10,6,MTCH1
2733,ENSG00000158092,11.59820573,4.849040645,8.62E-11,3.48E-10,3,NCK1
3523,ENSG00000175198,-11.59489353,4.82887782,8.76E-11,3.52E-10,13,PCCA
1511,ENSG00000122873,8.208566469,5.631296751,8.82E-11,3.54E-10,10,CISD1
967,ENSG00000106526,-11.58690333,4.820924823,9.19E-11,3.66E-10,7,ACTR3C
2583,ENSG00000152223,-11.58289158,4.816931842,9.34E-11,3.71E-10,18,EPG5
905,ENSG00000105281,-11.58289158,4.816931842,9.34E-11,3.71E-10,19,SLC1A5
2106,ENSG00000138386,11.577048,4.828202569,9.49E-11,3.75E-10,2,NAB1
4322,ENSG00000214174,11.57349134,4.824700071,9.64E-11,3.80E-10,17,AMZ2P1
1768,ENSG00000131373,-11.57483444,4.808912607,9.64E-11,3.80E-10,3,HACL1
3683,ENSG00000180398,8.776227563,5.278572205,9.79E-11,3.85E-10,2,MCFD2
3023,ENSG00000164949,-11.57078894,4.80488623,9.80E-11,3.85E-10,8,GEM
2728,ENSG00000157873,-11.57078894,4.80488623,9.80E-11,3.85E-10,1,TNFRSF14
776,ENSG00000101882,-8.934363504,5.26058742,1.00E-10,3.91E-10,X,NKAP
736,ENSG00000101084,-11.56266374,4.796799645,1.01E-10,3.94E-10,20,RAB5IF
1377,ENSG00000118007,-11.56266374,4.796799645,1.01E-10,3.94E-10,3,STAG1
1645,ENSG00000127125,-7.744085368,6.251772987,1.03E-10,4.00E-10,1,PPCS
2981,ENSG00000164244,-11.55858391,4.79273931,1.03E-10,4.00E-10,5,PRRC1
4439,ENSG00000227543,-11.55858391,4.79273931,1.03E-10,4.00E-10,17,SPAG5-AS1
4009,ENSG00000196954,-11.55449251,4.788667528,1.05E-10,4.06E-10,11,CASP4
870,ENSG00000104643,-11.55449251,4.788667528,1.05E-10,4.06E-10,8,MTMR9
2944,ENSG00000163918,-11.55449251,4.788667528,1.05E-10,4.06E-10,3,RFC4
859,ENSG00000104412,-11.55038948,4.784584234,1.06E-10,4.09E-10,8,EMC2
4043,ENSG00000197461,-11.55038948,4.784584234,1.06E-10,4.09E-10,7,PDGFA
663,ENSG00000100075,-11.55038948,4.784584234,1.06E-10,4.09E-10,22,SLC25A1
4959,ENSG00000265491,-11.54627475,4.780489364,1.08E-10,4.15E-10,1,RNF115
684,ENSG00000100360,11.53743407,4.789198746,1.12E-10,4.27E-10,22,IFT27
2967,ENSG00000164091,-11.5380099,4.772264629,1.12E-10,4.27E-10,3,WDR82
1963,ENSG00000135838,11.5301132,4.781992303,1.15E-10,4.36E-10,1,NPL
1140,ENSG00000111817,-11.52969744,4.76399279,1.17E-10,4.42E-10,6,DSE
1701,ENSG00000129317,-11.52969744,4.76399279,1.17E-10,4.42E-10,12,PUS7L
4516,ENSG00000233016,11.52643879,4.778375521,1.17E-10,4.42E-10,9,SNHG7
731,ENSG00000100938,8.135754119,5.55938887,1.19E-10,4.47E-10,14,GMPR2
1394,ENSG00000118849,11.51906177,4.771114607,1.21E-10,4.53E-10,3,RARRES1
3968,ENSG00000196214,11.51906177,4.771114607,1.21E-10,4.53E-10,19,ZNF766
2060,ENSG00000137509,-8.305106832,5.544964864,1.22E-10,4.56E-10,11,PRCP
3147,ENSG00000167258,-11.51713825,4.751495525,1.23E-10,4.59E-10,17,CDK12
914,ENSG00000105388,-11.51713825,4.751495525,1.23E-10,4.59E-10,19,CEACAM5
419,ENSG00000075914,-11.51713825,4.751495525,1.23E-10,4.59E-10,3,EXOSC7
2138,ENSG00000139112,8.723388548,5.226450513,1.23E-10,4.59E-10,12,GABARAPL1
1934,ENSG00000135363,11.51535906,4.767470384,1.23E-10,4.59E-10,11,LMO2
1666,ENSG00000128203,11.51164683,4.76381692,1.25E-10,4.64E-10,22,ASPHD2
3564,ENSG00000176095,-11.51292743,4.747305624,1.25E-10,4.64E-10,3,IP6K1
3554,ENSG00000175854,11.51164683,4.76381692,1.25E-10,4.64E-10,9,SWI5
1490,ENSG00000122122,11.50792502,4.760154169,1.27E-10,4.70E-10,X,SASH3
3107,ENSG00000166526,11.50792502,4.760154169,1.27E-10,4.70E-10,7,ZNF3
4724,ENSG00000249709,11.50792502,4.760154169,1.27E-10,4.70E-10,19,ZNF564
2179,ENSG00000140153,-11.50446876,4.738889185,1.30E-10,4.79E-10,14,WDR20
1192,ENSG00000113194,-7.375531517,6.359746954,1.33E-10,4.87E-10,5,FAF2
2272,ENSG00000143149,-7.808808052,6.003955204,1.34E-10,4.90E-10,1,ALDH9A1
4163,ENSG00000203760,-8.867828647,5.194397846,1.34E-10,4.90E-10,6,CENPW
4249,ENSG00000211647,11.49294102,4.745409342,1.34E-10,4.90E-10,22,IGLV5-48
2745,ENSG00000158528,-11.4959602,4.730423415,1.34E-10,4.90E-10,7,PPP1R9A
1306,ENSG00000116138,-11.49168703,4.726171851,1.36E-10,4.96E-10,1,DNAJC16
1754,ENSG00000130956,-11.49168703,4.726171851,1.36E-10,4.96E-10,9,HABP4
3753,ENSG00000183049,-8.278145149,5.518154323,1.37E-10,4.99E-10,10,CAMK1D
4218,ENSG00000204954,-11.48740116,4.721907735,1.39E-10,5.04E-10,12,C12orf73
3387,ENSG00000171757,-11.48740116,4.721907735,1.39E-10,5.04E-10,3,LRRC34
2286,ENSG00000143319,-8.849137279,5.175806748,1.44E-10,5.19E-10,1,ISG20L2
1771,ENSG00000131381,-11.47879104,4.713341554,1.44E-10,5.19E-10,3,RBSN
1649,ENSG00000127337,-11.47446663,4.709039337,1.46E-10,5.25E-10,12,YEATS4
1899,ENSG00000134686,11.47016912,4.723005264,1.49E-10,5.34E-10,1,PHC2
2502,ENSG00000149418,11.47016912,4.723005264,1.49E-10,5.34E-10,11,ST14
2277,ENSG00000143198,-8.839699993,5.166420647,1.50E-10,5.37E-10,1,MGST3
2153,ENSG00000139572,-11.4570382,4.691701177,1.59E-10,5.63E-10,12,GPR84
4295,ENSG00000213625,-11.4570382,4.691701177,1.59E-10,5.63E-10,1,LEPROT
2781,ENSG00000159885,11.45478568,4.707873299,1.59E-10,5.63E-10,19,ZNF222
1348,ENSG00000117143,8.065805654,5.490351005,1.60E-10,5.66E-10,1,UAP1
4629,ENSG00000241878,8.657316125,5.161310261,1.61E-10,5.69E-10,22,PISD
974,ENSG00000106605,8.063564167,5.488139394,1.62E-10,5.72E-10,7,BLVRA
3842,ENSG00000185344,11.44703201,4.7002473,1.65E-10,5.80E-10,12,ATP6V0A2
4223,ENSG00000205155,-8.230354185,5.470638889,1.67E-10,5.86E-10,19,PSENEN
1698,ENSG00000129226,-11.4438273,4.678559606,1.68E-10,5.89E-10,17,CD68
3361,ENSG00000171206,-11.4438273,4.678559606,1.68E-10,5.89E-10,10,TRIM8
296,ENSG00000065802,-11.43939665,4.67415238,1.71E-10,5.97E-10,2,ASB1
4093,ENSG00000198198,11.43923644,4.692580721,1.71E-10,5.97E-10,1,SZT2
45,ENSG00000006555,11.4353228,4.688732078,1.71E-10,5.97E-10,1,TTC22
4002,ENSG00000196839,11.43139851,4.684873127,1.74E-10,6.05E-10,20,ADA
2167,ENSG00000139793,-11.43495235,4.669731666,1.74E-10,6.05E-10,13,MBNL2
989,ENSG00000107242,-11.43495235,4.669731666,1.74E-10,6.05E-10,9,PIP5K1B
3950,ENSG00000189091,-11.43495235,4.669731666,1.74E-10,6.05E-10,16,SF3B3
3355,ENSG00000171135,-8.801321127,5.128253879,1.77E-10,6.14E-10,3,JAGN1
1855,ENSG00000133424,-11.43049431,4.665297383,1.77E-10,6.14E-10,22,LARGE1
300,ENSG00000066027,-11.43049431,4.665297383,1.77E-10,6.14E-10,1,PPP2R5A
